iter	Passed	Remaining
154	3971	16527
155	3993	16486
156	4022	16473
157	4043	16430
158	4077	16438
159	4102	16410
160	4123	16365
161	4144	16323
162	4165	16280
163	4189	16245
164	4213	16213
165	4237	16183
166	4260	16148
167	4288	16133
168	4318	16122
169	4340	16084
170	4363	16048
171	4384	16008
172	4410	15983
173	4431	15943
174	4454	15908
175	4476	15872
176	4498	15834
177	4530	15829
178	4556	15806
179	4578	15769
180	4601	15735
181	4623	15699
182	4645	15663
183	4667	15626
184	4691	15595
185	4713	15560
186	4738	15533
187	4764	15510
188	4787	15476
189	4810	15444
190	4835	15416
191	4858	15386
192	4881	15353
193	4904	15320
194	4926	15285
195	4949	15251
196	4987	15267
197	5016	15251
198	5037	15215
199	5059	15178
200	5080	15140
201	5106	15116
202	5130	15086
203	5153	15055
204	5177	15027
205	5215	15039
206	5264	15080
207	5285	15044
208	5308	15012
209	5331	14978
210	5355	14948
211	5377	14913
212	5398	14878
213	5421	14846
214	5445	14817
215	5472	14796
216	5495	14763
217	5521	14740
218	5544	14708
219	5566	14676
220	5590	14645
221	5613	14614
222	5635	14581
223	5668	14576
224	5694	14552
225	5715	14515
226	5737	14482
227	5760	14451
228	5783	14420
229	5806	14389
230	5828	14356
231	5850	14324
232	5873	14292
233	5912	14300
234	5938	14276
235	5959	14241
236	5982	14211
237	6005	14180
238	6027	14149
239	6048	14114
240	6070	14081
241	6092	14047
242	6120	14028
243	6145	14002
244	6166	13968
245	6189	13939
246	6212	13908
247	6234	13877
248	6255	13842
249	6277	13809
250	6299	13777
251	6329	13763
252	6354	13739
253	6377	13708
254	6400	13678
255	6421	13646
256	6444	13615
257	6465	13583
258	6487	13551
259	6511	13523
260	6535	13495
261	6574	13500
262	6600	13476
263	6622	13445
264	6644	13414
265	6666	13382
266	6689	13353
267	6711	13322
268	6734	13294
269	6757	13264
270	6780	13234
271	6805	13210
272	6826	13178
273	6850	13150
274	6872	13120
275	6893	13086
276	6914	13054
277	6935	13022
278	6957	12992
279	6979	12961
280	7004	12936
281	7029	12912
282	7051	12882
283	7073	12851
284	7094	12819
285	7117	12791
286	7139	12761
287	7162	12733
288	7186	12706
289	7211	12682
290	7239	12663
291	7260	12631
292	7283	12602
293	7305	12573
294	7328	12545
295	7353	12521
296	7376	12493
297	7399	12465
298	7422	12437
299	7449	12415
300	7481	12403
301	7520	12400
302	7548	12381
303	7579	12367
304	7613	12356
305	7642	12338
306	7667	12313
307	7692	12287
308	7719	12266
309	7757	12261
310	7786	12242
311	7812	12219
312	7835	12192
313	7858	12163
314	7880	12133
315	7901	12102
316	7923	12073
317	7946	12045
318	7970	12018
319	7998	11998
320	8029	11981
321	8051	11951
322	8074	11924
323	8097	11896
324	8121	11869
325	8143	11840
326	8165	11811
327	8189	11784
328	8214	11759
329	8241	11738
330	8262	11707
331	8285	11679
332	8307	11651
333	8331	11624
334	8355	11598
335	8378	11570
336	8401	11542
337	8423	11513
338	8450	11491
339	8476	11468
340	8498	11439
341	8524	11415
342	8547	11388
343	8570	11360
344	8594	11334
345	8619	11309
346	8643	11284
347	8665	11255
348	8701	11244
349	8727	11221
350	8749	11192
351	8772	11164
352	8796	11138
353	8818	11110
354	8841	11083
355	8863	11054
356	8884	11025
357	8905	10995
358	8943	10986
359	8969	10963
360	8992	10935
361	9014	10906
362	9036	10878
363	9058	10850
364	9080	10821
365	9102	10793
366	9124	10764
367	9145	10735
368	9171	10712
369	9198	10690
370	9221	10662
371	9242	10634
372	9263	10605
373	9286	10577
374	9308	10549
375	9331	10522
376	9353	10494
377	9383	10475
378	9408	10450
379	9430	10423
380	9452	10395
381	9474	10367
382	9497	10341
383	9521	10315
384	9556	10301
385	9592	10287
386	9620	10267
387	9647	10243
388	9670	10216
389	9691	10188
390	9713	10160
391	9736	10133
392	9759	10106
393	9780	10078
394	9803	10051
395	9827	10025
396	9851	10000
397	9877	9976
398	9900	9949
399	9922	9922
400	9945	9895
401	9968	9869
402	9996	9847
403	10025	9827
404	10051	9802
405	10083	9785
406	10111	9763
407	10136	9739
408	10161	9714
409	10187	9690
410	10212	9665
411	10237	9640
412	10258	9612
413	10281	9585
414	10309	9564
415	10338	9543
416	10362	9517
417	10389	9494
418	10413	9469
419	10439	9445
420	10462	9419
421	10487	9393
422	10512	9369
423	10538	9345
424	10572	9328
425	10606	9312
426	10631	9286
427	10654	9260
428	10678	9235
429	10701	9208
430	10726	9183
431	10755	9162
432	10785	9141
433	10813	9119
434	10846	9101
435	10877	9081
436	10909	9061
437	10937	9039
438	10969	9020
439	11001	9001
440	11039	8986
441	11068	8964
442	11109	8953
443	11144	8935
444	11176	8916
445	11202	8891
446	11225	8865
447	11247	8837
448	11270	8810
449	11293	8783
450	11316	8756
451	11344	8734
452	11371	8710
453	11395	8684
454	11417	8657
455	11441	8631
456	11463	8604
457	11489	8579
458	11521	8559
459	11543	8532
460	11567	8505
461	11597	8484
462	11624	8461
463	11645	8432
464	11669	8406
465	11691	8380
466	11714	8353
467	11738	8327
468	11765	8303
469	11796	8282
470	11822	8258
471	11854	8237
472	11881	8213
473	11902	8185
474	11922	8157
475	11944	8130
476	11969	8104
477	11992	8078
478	12013	8050
479	12036	8024
480	12066	8002
481	12091	7977
482	12112	7949
483	12135	7923
484	12158	7897
485	12181	7870
486	12203	7843
487	12226	7816
488	12247	7789
489	12272	7764
490	12300	7741
491	12323	7714
492	12348	7689
493	12374	7665
494	12399	7640
495	12423	7614
496	12448	7589
497	12473	7564
498	12502	7541
499	12531	7518
500	12555	7492
501	12580	7468
502	12604	7442
503	12627	7416
504	12650	7390
505	12675	7364
506	12700	7339
507	12726	7315
508	12761	7296
509	12791	7273
510	12815	7247
511	12838	7221
512	12862	7195
513	12886	7170
514	12909	7143
515	12931	7117
516	12954	7091
517	12979	7066
518	13007	7042
519	13030	7016
520	13056	6991
521	13081	6966
522	13104	6940
523	13127	6914
524	13155	6891
525	13180	6865
526	13207	6842
527	13234	6818
528	13258	6792
529	13282	6766
530	13306	6740
531	13329	6714
532	13351	6688
533	13375	6662
534	13397	6636
535	13422	6610
536	13455	6590
537	13486	6567
538	13511	6542
539	13535	6517
540	13560	6491
541	13584	6466
542	13607	6440
543	13630	6414
544	13653	6388
545	13676	6362
546	13714	6343
547	13743	6320
548	13769	6295
549	13792	6269
550	13816	6243
551	13840	6218
552	13863	6192
553	13886	6166
554	13909	6140
555	13942	6118
556	13971	6095
557	13995	6069
558	14017	6043
559	14040	6017
560	14063	5991
561	14086	5965
562	14110	5939
563	14132	5913
564	14159	5889
565	14187	5865
566	14210	5839
567	14232	5813
568	14255	5787
569	14278	5761
570	14301	5735
571	14326	5710
572	14349	5684
573	14372	5658
574	14408	5638
575	14435	5613
576	14458	5588
577	14483	5562
578	14509	5538
579	14532	5512
580	14557	5487
581	14581	5461
582	14604	5436
583	14632	5412
584	14660	5388
585	14683	5362
586	14707	5336
587	14731	5311
588	14756	5286
589	14779	5260
590	14804	5235
591	14827	5209
592	14857	5186
593	14884	5162
594	14907	5136
595	14930	5110
596	14953	5084
597	14976	5058
598	14999	5033
599	15022	5007
600	15045	4981
601	15068	4956
602	15106	4935
603	15133	4910
604	15158	4885
605	15186	4861
606	15214	4837
607	15238	4812
608	15262	4786
609	15286	4761
610	15309	4735
611	15333	4710
612	15360	4685
613	15386	4661
614	15411	4635
615	15435	4610
616	15459	4585
617	15484	4560
618	15509	4535
619	15534	4509
620	15559	4484
621	15587	4460
622	15618	4437
623	15640	4411
624	15665	4386
625	15688	4360
626	15713	4335
627	15736	4310
628	15761	4284
629	15784	4259
630	15809	4234
631	15842	4211
632	15868	4186
633	15890	4160
634	15912	4134
635	15936	4109
636	15960	4084
637	15984	4058
638	16007	4033
639	16030	4007
640	16059	3983
641	16086	3958
642	16109	3933
643	16132	3907
644	16156	3882
645	16179	3857
646	16203	3831
647	16225	3806
648	16249	3780
649	16276	3756
650	16304	3731
651	16329	3706
652	16352	3681
653	16375	3655
654	16398	3630
655	16422	3604
656	16446	3579
657	16472	3554
658	16499	3530
659	16534	3507
660	16564	3483
661	16589	3458
662	16613	3433
663	16638	3407
664	16664	3383
665	16689	3358
666	16716	3333
667	16740	3308
668	16769	3283
669	16797	3259
670	16821	3234
671	16845	3208
672	16873	3184
673	16900	3159
674	16925	3134
675	16951	3109
676	16979	3084
677	17004	3059
678	17037	3036
679	17068	3012
680	17096	2987
681	17122	2962
682	17149	2937
683	17174	2912
684	17200	2887
685	17226	2862
686	17252	2837
687	17279	2812
688	17314	2789
689	17349	2765
690	17374	2740
691	17398	2715
692	17422	2690
693	17446	2664
694	17471	2639
695	17499	2614
696	17525	2589
697	17550	2564
698	17583	2540
699	17618	2516
700	17643	2491
701	17669	2466
702	17695	2441
703	17721	2416
704	17747	2391
705	17793	2369
706	17827	2345
707	17874	2322
708	17907	2298
709	17936	2273
710	17961	2248
711	17985	2222
712	18009	2197
713	18033	2172
714	18057	2146
715	18082	2121
716	18107	2096
717	18146	2072
718	18182	2048
719	18206	2022
720	18229	1997
721	18253	1972
722	18278	1946
723	18306	1921
724	18330	1896
725	18354	1870
726	18377	1845
727	18403	1820
728	18437	1795
729	18461	1770
730	18487	1745
731	18510	1719
732	18534	1694
733	18558	1668
734	18582	1643
735	18606	1617
736	18636	1593
737	18664	1567
738	18687	1542
739	18712	1517
740	18737	1491
741	18760	1466
742	18783	1441
743	18806	1415
744	18830	1390
745	18853	1364
746	18882	1339
747	18909	1314
748	18932	1289
749	18956	1263
750	18980	1238
751	19003	1213
752	19027	1187
753	19049	1162
754	19071	1136
755	19101	1111
756	19127	1086
757	19151	1061
758	19176	1035
759	19199	1010
760	19222	985
761	19245	959
762	19269	934
763	19293	909
764	19317	883
765	19347	858
766	19374	833
767	19404	808
768	19428	783
769	19452	757
770	19478	732
771	19501	707
772	19525	681
773	19549	656
774	19575	631
775	19603	606
776	19625	580
777	19649	555
778	19673	530
779	19698	505
780	19722	479
781	19745	454
782	19769	429
783	19794	403
784	19827	378
785	19853	353
786	19876	328
787	19899	303
788	19924	277
789	19947	252
790	19972	227
791	19996	201
792	20019	176
793	20043	151
794	20071	126
795	20093	100
796	20115	75
797	20140	50
798	20165	25
799	20188	0
