iter	Logloss
137	0.1270066174
138	0.1268666833
139	0.1266865208
140	0.1262506948
141	0.1261434991
142	0.1256826553
143	0.125585846
144	0.125452059
145	0.1254520528
146	0.1250542935
147	0.1248834425
148	0.1246571893
149	0.1246394611
150	0.1245086468
151	0.1244888721
152	0.1242019504
153	0.1241056964
154	0.1238133075
155	0.1236924864
156	0.1235808784
157	0.1233830065
158	0.1230588281
159	0.1229557161
160	0.1227648842
161	0.1226003811
162	0.1222570256
163	0.1220274456
164	0.1217389919
165	0.1215847836
166	0.1212018709
167	0.1210394207
168	0.1208700131
169	0.1208193712
170	0.1206877456
171	0.1203765219
172	0.1203012206
173	0.1202955682
174	0.1200247504
175	0.119684595
176	0.1195393402
177	0.1193450818
178	0.1191138241
179	0.1188983674
180	0.118791349
181	0.1186362396
182	0.1183803983
183	0.1182701133
184	0.1178513953
185	0.1176469239
186	0.11751893
187	0.1171061546
188	0.1168767541
189	0.1167960575
190	0.1166781827
191	0.1164432436
192	0.1162344831
193	0.1160153336
194	0.1160009118
195	0.1157948862
196	0.1154766639
197	0.1153422742
198	0.1152094964
199	0.115055641
200	0.1148949843
201	0.1147793587
202	0.1144333265
203	0.114340871
204	0.1141550504
205	0.1140700957
206	0.1138549542
207	0.1137833726
208	0.1136677947
209	0.113469629
210	0.1132058603
211	0.1130424941
212	0.1129507886
213	0.1127822596
214	0.112728671
215	0.1125325679
216	0.1123522789
217	0.1120499224
218	0.1119544673
219	0.111876157
220	0.1115719133
221	0.1113550043
222	0.1112702947
223	0.1110334606
224	0.1109818815
225	0.1109409594
226	0.1107822507
227	0.110410388
228	0.1102840986
229	0.1099402395
230	0.1098461426
231	0.1098157065
232	0.1096920078
233	0.1095247863
234	0.1093547633
235	0.1092820708
236	0.1092627949
237	0.1092128575
238	0.109063814
239	0.1089694908
240	0.1088398759
241	0.1087534519
242	0.1085605789
243	0.108500364
244	0.1084206587
245	0.108353334
246	0.1083021072
247	0.1081820448
248	0.1081307939
249	0.1078877904
250	0.1077952173
251	0.1074628868
252	0.1072957611
253	0.1071222435
254	0.106978205
255	0.1068993377
256	0.1064803378
257	0.1064437409
258	0.1063586771
259	0.1061943912
260	0.1061260427
261	0.1058764063
262	0.1057789315
263	0.1057229321
264	0.1055792491
265	0.1052680427
266	0.105094988
267	0.1049063784
268	0.104677831
269	0.1044891205
270	0.1041548417
271	0.1040152757
272	0.1039966075
273	0.1038944117
274	0.10373639
275	0.103680756
276	0.1035653701
277	0.1034088135
278	0.1033377104
279	0.1033110509
280	0.1032426547
281	0.1031431419
282	0.1030054922
283	0.1028905409
284	0.102783888
285	0.1027227887
286	0.1025723292
287	0.1024092471
288	0.1022098115
289	0.1019385515
290	0.1019189542
291	0.1018647477
292	0.101704153
293	0.1014636745
294	0.1012790646
295	0.1012194918
296	0.1009494195
297	0.1008679977
298	0.1008044037
299	0.1007607044
300	0.1006459717
301	0.1005323139
302	0.1003982001
303	0.1001928675
304	0.1001091347
305	0.100073901
306	0.1000146667
307	0.09981787779
308	0.09980532592
309	0.09974403963
310	0.09965727333
311	0.09950517154
312	0.09945945993
313	0.09926666977
314	0.09914777428
315	0.09903356342
316	0.09902449386
317	0.09885341895
318	0.09870737808
319	0.09855481262
320	0.09849052316
321	0.09841474442
322	0.09832994649
323	0.0981769272
324	0.09773324073
325	0.09769345309
326	0.09755938035
327	0.09746995035
328	0.09737131211
329	0.09733986897
330	0.09723799299
331	0.09709418325
332	0.09705331652
333	0.09695680902
334	0.09689754295
335	0.09679723001
336	0.09667553096
337	0.0966385664
338	0.09655932238
339	0.09651518313
340	0.09638629933
341	0.09627944216
342	0.09615928619
343	0.09610768502
344	0.09604483389
345	0.09589544842
346	0.09577370053
347	0.09564458221
348	0.09550269832
349	0.09544024114
350	0.09524769242
351	0.0951671019
352	0.09490407407
353	0.09481320633
354	0.09472960778
355	0.0946129688
356	0.0945587818
357	0.09450000509
358	0.09432332076
359	0.09419618055
360	0.09412328477
361	0.09407663294
362	0.09394150378
363	0.09385755634
364	0.09380464577
365	0.09375485013
366	0.09359682756
367	0.09349942481
368	0.09345322037
369	0.09331002525
370	0.09323134808
371	0.09314536186
372	0.09301472997
373	0.09294850285
374	0.09289881735
375	0.09264168134
376	0.09242057022
377	0.09227948591
378	0.09208604255
379	0.09197989458
380	0.09187339356
381	0.09181483268
382	0.09174246714
383	0.09165575614
384	0.09160094081
385	0.09155296858
386	0.09148567513
387	0.09132841084
388	0.09122478351
389	0.0911706081
390	0.09113197922
391	0.09099812144
392	0.09092209586
393	0.09087330593
394	0.09081298705
395	0.09079792644
396	0.09070411471
397	0.0905188645
398	0.0903631485
399	0.09018102793
400	0.0901322952
401	0.09008599985
402	0.09003007168
403	0.08997428644
404	0.08982877253
405	0.08976453581
406	0.08968312495
407	0.08954517628
408	0.08950044395
409	0.08945215628
410	0.0894031841
411	0.08935209655
412	0.08931062211
413	0.08926593228
414	0.08922345273
415	0.0891909159
416	0.08897841818
417	0.08872653576
418	0.08864495695
419	0.08856912322
420	0.08851412309
421	0.08844121693
422	0.08815920063
423	0.08804946715
424	0.08800772752
425	0.08772214226
426	0.08755830786
427	0.0875054107
428	0.08747723557
429	0.08740351929
430	0.08735300013
431	0.08717738338
432	0.08707617531
433	0.08702862628
434	0.08692349215
435	0.08689485931
436	0.08681256883
437	0.08656713153
438	0.08649333609
439	0.0863503598
440	0.08624616725
441	0.08618963786
442	0.086145925
443	0.08606910301
444	0.08603610433
445	0.08590075015
446	0.085698976
447	0.08558730289
448	0.0855091147
449	0.08543943654
450	0.08533600836
451	0.08531098065
452	0.08523721311
453	0.08513154361
454	0.08506110645
455	0.08498576398
456	0.08488732319
457	0.08472964728
458	0.08464591731
459	0.08454470047
460	0.08450257889
461	0.08425697365
462	0.08401848884
463	0.08394542227
464	0.08391575015
465	0.08390411728
466	0.08358556544
467	0.08353887675
468	0.08350158887
469	0.08347106883
470	0.08333840049
471	0.08329504303
472	0.08308366495
473	0.08305349559
474	0.08301325296
475	0.08298338228
476	0.08293027354
477	0.08286457485
478	0.08282812689
479	0.08272481319
480	0.08260953312
481	0.08251431773
482	0.08248833003
483	0.08246133783
484	0.08234737742
485	0.08230935702
486	0.08227797314
487	0.08207635441
488	0.08204016861
489	0.08195448988
490	0.08192644081
491	0.08180739542
492	0.08152048372
493	0.08130796299
494	0.08125035779
495	0.08121633743
496	0.08119266037
497	0.08115649416
498	0.08113315305
499	0.0810892426
500	0.08096522431
501	0.08092375348
502	0.08089672327
503	0.08070705775
504	0.08055706437
505	0.08052911605
506	0.08049358633
507	0.08042779844
508	0.08027489807
509	0.08017865861
510	0.08002987078
511	0.08000371872
512	0.0797748209
513	0.0797045654
514	0.07966234519
515	0.07955859699
516	0.07939219867
517	0.07921758676
518	0.07915700952
519	0.07890063559
520	0.07883183261
521	0.07880108356
522	0.0787637871
523	0.07872986034
524	0.07863999774
525	0.07862744531
526	0.07858205492
527	0.07854315431
528	0.07852064297
529	0.07841792859
530	0.07837595727
531	0.07825838453
532	0.07824368818
533	0.07803227862
534	0.07795358852
535	0.07791894421
536	0.07781717788
537	0.07778918728
538	0.07767553342
539	0.07755447048
540	0.07750474993
541	0.07745994229
542	0.07743011568
543	0.07740604463
544	0.07730181066
545	0.07712629032
546	0.07708618519
547	0.07705341169
548	0.07692241889
549	0.07672384224
550	0.07661471811
551	0.07651063048
552	0.07633356228
553	0.07630085247
554	0.07613407145
555	0.07610272601
556	0.07594151016
557	0.07588858542
558	0.07586626635
559	0.07582491347
560	0.07576616433
561	0.07548994427
562	0.07530410586
563	0.07526731552
564	0.07520472004
565	0.07510798304
566	0.07507299469
567	0.075052058
568	0.07491956474
569	0.07490293575
570	0.07488804166
571	0.07484874824
572	0.07472698169
573	0.07461172655
574	0.07453786932
575	0.07450292847
576	0.07446480803
577	0.07444073824
578	0.07442296843
579	0.07425875282
580	0.07410714945
581	0.0740232862
582	0.07395214467
583	0.07392222757
584	0.07389775507
585	0.07379324785
586	0.07375320898
587	0.07369041058
588	0.07367488722
589	0.0736041789
590	0.0733952569
591	0.07337585026
592	0.0732780284
593	0.07325355358
594	0.07323223511
595	0.07318372116
596	0.07316801006
597	0.07315180032
598	0.07310509897
599	0.07299358255
600	0.07279040199
601	0.07273233282
602	0.07269240955
603	0.07262198492
604	0.07256470293
605	0.07247568168
606	0.07246100854
607	0.07234303171
608	0.07226236602
609	0.07217427891
610	0.07213620328
611	0.07205688815
612	0.07196025785
613	0.07189516445
614	0.07186619717
615	0.07172563794
616	0.07165448597
617	0.07153755147
618	0.07141612163
619	0.07134303097
620	0.07123635044
621	0.07101736484
622	0.07097097584
623	0.07094494492
624	0.07076917359
625	0.07072115765
626	0.07070957928
627	0.07067733141
628	0.07052698774
629	0.07039943266
630	0.07038116122
631	0.07029064366
632	0.07020616145
633	0.0701303159
634	0.0700139698
635	0.06991878142
636	0.06989630122
637	0.06983208325
638	0.06962666882
639	0.06959589065
640	0.06954168584
641	0.0694588245
642	0.06943723368
643	0.06939413697
644	0.06934830087
645	0.06933235837
646	0.06930640295
647	0.06917912844
648	0.06915426035
649	0.0690812855
650	0.06897235898
651	0.06884676324
652	0.06870820144
653	0.0686887796
654	0.06866403584
655	0.06853356674
656	0.06849847207
657	0.06840536248
658	0.06838870098
659	0.0683636076
660	0.06832240907
661	0.06824293503
662	0.06817984684
663	0.06815037974
664	0.06801882985
665	0.06796473841
666	0.06794489146
667	0.06787748298
668	0.06776380646
669	0.06773467899
670	0.06769969102
671	0.0676642721
672	0.0676142292
673	0.06755260347
674	0.06753262988
675	0.06750736755
676	0.06746129418
677	0.06743821073
678	0.06741085004
679	0.06738348479
680	0.06730952505
681	0.06727994372
682	0.0671802088
683	0.06710065875
684	0.06707781288
685	0.06705058848
686	0.06701206428
687	0.06680086063
688	0.0666922425
689	0.06663492017
690	0.06660953551
691	0.06659918795
692	0.06658889144
693	0.06651326902
694	0.06648891048
695	0.06646216995
696	0.0663605716
697	0.06632080826
698	0.06622448007
699	0.06615446597
700	0.06594780495
701	0.06590455194
702	0.06586326718
703	0.06578355113
704	0.06570787849
705	0.06565792829
706	0.06555492951
707	0.06553814791
708	0.06549002435
709	0.06541893471
710	0.06537721781
711	0.06527665474
712	0.06524193862
713	0.06523246909
714	0.06518214679
715	0.06516389039
716	0.06513797478
717	0.06506787467
718	0.06502223983
719	0.06498687524
720	0.06497263279
721	0.06495256258
722	0.06487078486
723	0.06481654871
724	0.06480078144
725	0.06477562717
726	0.06475667322
727	0.06472176739
728	0.06465400467
729	0.06463704539
730	0.06456285905
731	0.06449351665
732	0.06447444768
733	0.06444575085
734	0.06430860797
735	0.06428168413
736	0.06423061015
737	0.06419208836
738	0.06414890983
739	0.06409416845
740	0.06407153049
741	0.06376125444
742	0.0637435823
743	0.0636436572
744	0.06357227676
745	0.06346046266
746	0.06343626805
747	0.06337441915
748	0.06333840219
749	0.06331694737
750	0.06329767586
751	0.06321114479
752	0.06310202383
753	0.0630908981
754	0.06305589173
755	0.06300788451
756	0.06298718441
757	0.06292530575
758	0.06286728265
759	0.06284733947
760	0.06281877199
761	0.06273442046
762	0.06268606451
763	0.06261478441
764	0.06258739283
765	0.06257955793
766	0.06255677306
767	0.06253958859
768	0.06245562138
769	0.06241913935
770	0.06238008408
771	0.06236842509
772	0.0621071767
773	0.0620800967
774	0.06205440943
775	0.06197280714
776	0.06195779948
777	0.06185476773
778	0.06181520024
779	0.06157863843
780	0.06156440279
781	0.0615419829
782	0.06144511687
783	0.06138531353
784	0.06136382478
785	0.06126746094
786	0.06112709618
787	0.06104767196
788	0.06102898484
789	0.06101268324
790	0.06098484235
791	0.06092452487
792	0.06090495383
793	0.06085887652
794	0.06080790558
795	0.06077870697
796	0.06076130923
797	0.06073580677
798	0.06060198406
799	0.06055742186
